SYMBOL,COMPANY NAME,MARKET CAP,MARKET CAP CATEGORY,EXCHANGE,KITE_ID,SHOONYA_TOKEN
JAYBARMARU,Jay Bharat Maruti Limited,997.4155264,Small Cap,NSE,437249,1708
ZUARIIND,ZUARI INDUSTRIES LIMITED,993.2570624,Small Cap,NSE,979713,3827
BLAL,BEML Land Assets Limited,991.3473024,Small Cap,NSE,3857153,15067
TREL,Transindia Real Estate Limited,989.1720192,Small Cap,NSE,4555521,17795
FAZE3Q,Faze Three Limited,981.8451968,Small Cap,NSE,3072001,12000
SUTLEJTEX,Sutlej Textiles and Industries Limited,981.1718144,Small Cap,NSE,3533057,13801
MORGANITE,MORGANITE CRUCIBLE (INDIA) LTD.,980.0559863,Small Cap,BSE,133928964,523160
ASIANTILES,Asian Granito India Limited,970.703872,Small Cap,NSE,3811585,14889
BODALCHEM,Bodal Chemicals Limited,968.8305664,Small Cap,NSE,6404353,25017
LINC,Linc Limited,965.430784,Small Cap,NSE,1779457,6951
NAHARSPING,Nahar Spinning Mills Limited,957.533696,Small Cap,NSE,3696641,14440
GANDHITUBE,Gandhi Special Tubes Limited,954.7218944,Small Cap,NSE,3613697,14116
KRYSTAL,Krystal Integrated Services Limited,954.2177792,Small Cap,NSE,5932801,23175
SASTASUNDR,Sastasundar Ventures Limited,954.0232192,Small Cap,NSE,5136129,20063
FOODSIN,Foods & Inns Limited,946.6432512,Small Cap,NSE,1708289,6673
BPLPHARMA,Bharat Parenterals Ltd,946.044815,Small Cap,BSE,138520580,541096
STCINDIA,The State Trading Corporation of India Limited,933.6000512,Small Cap,NSE,2802689,10948
SARVESHWAR,Sarveshwar Foods Limited,918.1294592,Small Cap,NSE,3305729,12913
SHALPAINTS,Shalimar Paints Limited,916.8673792,Small Cap,NSE,3927553,15342
NCLIND,NCL Industries Limited,915.7832704,Small Cap,NSE,3709441,14490
SILVERTUC,Silver Touch Technologies Limited,915.5048448,Small Cap,NSE,2412033,9422
HALDYNGL,Haldyn Glass Ltd-$,906.2535262,Small Cap,BSE,131877636,515147
DBOL,Dhampur Bio Organics Limited,905.5025152,Small Cap,NSE,2788609,10893
SAPL,SAR Auto Products Ltd,905.3006,Small Cap,BSE,137981956,538992
RSWM,RSWM Limited,905.2946432,Small Cap,NSE,715265,2794
CHEMCON,Chemcon Speciality Chemicals Limited,904.228864,Small Cap,NSE,69121,270
ENIL,Entertainment Network (India) Limited,898.5394176,Small Cap,NSE,3377153,13192
VOITHPAPR,VOITH PAPER FABRICS INDIA LTD.-$,897.8608394,Small Cap,BSE,133663236,522122
ROHLTD,Royal Orchid Hotels Limited,892.8642048,Small Cap,NSE,3374593,13182
RUSHIL,Rushil Decor Limited,891.9921664,Small Cap,NSE,6296321,24595
SBC,SBC Exports Limited,889.5228928,Small Cap,NSE,1738753,6792
ORIENTPPR,Orient Paper & Industries Limited,884.8415744,Small Cap,NSE,638977,2496
UGARSUGAR,The Ugar Sugar Works Limited,881.5500288,Small Cap,NSE,5011969,19578
DHANBANK,Dhanlaxmi Bank Limited,879.4696704,Small Cap,NSE,,11359
VISAKAIND,Visaka Industries Limited,877.989888,Small Cap,NSE,1080577,4221
AXTEL,AXTEL INDUSTRIES LTD.,876.0747842,Small Cap,BSE,134105604,523850
AMBIKCO,Ambika Cotton Mills Limited,871.888896,Small Cap,NSE,3899905,15234
SPENCERS,Spencer's Retail Limited,857.3683712,Small Cap,NSE,2089729,8163
VIKASLIFE,Vikas Lifecare Limited,855.5264,Small Cap,NSE,2542337,9931
SHIVALIK,Shivalik Rasayan Limited,854.8883968,Small Cap,NSE,1796097,7016
TRACXN,Tracxn Technologies Limited,851.560704,Small Cap,NSE,2964993,11582
GARUDA,Garuda Construction and Engineering Limited,849.5636992,Small Cap,NSE,6604801,25800
TAALENT,TAAL Enterprises Ltd,846.429681,Small Cap,BSE,138228740,539956
JAYAGROGN,Jayant Agro Organics Limited,845.8500608,Small Cap,NSE,1034497,4041
RAJPALAYAM,RAJAPALAYAM MILLS LTD.-$,843.6482085,Small Cap,BSE,136320772,532503
WSI,W S Industries (I) Limited,839.449856,Small Cap,NSE,3795969,14828
ONMOBILE,OnMobile Global Limited,838.979072,Small Cap,NSE,3911169,15278
GEECEE,GeeCee Ventures Limited,835.210752,Small Cap,NSE,3496449,13658
FORBESCO,FORBES & COMPANY LTD.-$,834.8625322,Small Cap,BSE,128733444,502865
ZUARI,Zuari Agro Chemicals Limited,821.2665856,Small Cap,NSE,7436801,29050
DECCANCE,Deccan Cements Limited,818.6683392,Small Cap,NSE,3798529,14838
ACL,Andhra Cements Limited,811.8518272,Small Cap,NSE,3947521,15420
IIL,Integrated Industries Ltd,808.6265032,Small Cap,BSE,136163588,531889
INTEGRAEN,INTEGRA ENGINEERING INDIA LTD.,806.2073783,Small Cap,BSE,129371652,505358
RADIANTCMS,Radiant Cash Management Services Limited,799.7927424,Small Cap,NSE,3476481,13580
RUBYMILLS,The Ruby Mills Limited,799.4535936,Small Cap,NSE,752385,2939
WIMPLAST,WIM PLAST LTD.-$,799.42311,Small Cap,BSE,134806020,526586
ONWARDTEC,Onward Technologies Limited,795.4998272,Small Cap,NSE,635137,2481
AFFORDABLE,Affordable Robotic & Automation Limited,793.8755584,Small Cap,NSE,6618881,25855
SPECIALITY,Speciality Restaurants Limited,793.097216,Small Cap,NSE,6939393,27107
ELDEHSG,Eldeco Housing And Industries Limited,792.146432,Small Cap,NSE,2291969,8953
TRANSWORLD,TRANSWORLD SHIPPING LINES LIMITED,791.3683968,Small Cap,NSE,801025,3129
GLOSTERLTD,Gloster Limited,783.1572992,Small Cap,NSE,6039041,23590
CSLFINANCE,CSL Finance Limited,778.6379264,Small Cap,NSE,2649601,10350
SUKHJITS,Sukhjit Starch & Chemicals Limited,778.5005056,Small Cap,NSE,3021825,11804
TNPETRO,Tamilnadu PetroProducts Limited,771.6665344,Small Cap,NSE,898305,3509
KSE,KSE LTD.-$,771.2,Small Cap,BSE,132971780,519421
GSLSU,Global Surfaces Limited,770.9249024,Small Cap,NSE,3737345,14599
PYRAMID,Pyramid Technoplast Limited,766.4848384,Small Cap,NSE,4672001,18250
JPOLYINVST,Jindal Poly Investment and Finance Company Limited,766.2124032,Small Cap,NSE,8065793,31507
HPAL,HP Adhesives Limited,761.64992,Small Cap,NSE,1888257,7376
UPHOT,U.P.HOTELS LTD.,758.16,Small Cap,BSE,130549764,509960
APEX,Apex Frozen Foods Limited,753.5830528,Small Cap,NSE,5535489,21623
TITANBIO,TITAN BIOTECH LTD.,752.82307,Small Cap,BSE,134327556,524717
DBEIL,Deepak Builders & Engineers India Limited,751.5828736,Small Cap,NSE,6628353,25892
SCHAND,S Chand And Company Limited,751.2223744,Small Cap,NSE,5298689,20698
CHEMBOND,Chembond Chemicals Ltd,751.0875648,Small Cap,NSE,3742209,14618
CHEVIOT,Cheviot Company Limited,749.6715264,Small Cap,NSE,2529025,9879
SUNSHIEL,SUNSHIELD CHEMICALS LTD.,746.3354885,Small Cap,BSE,135896324,530845
VRAJ,Vraj Iron and Steel Limited,744.7471104,Small Cap,NSE,6226177,24321
AKCAPIT,A.K.CAPITAL SERVICES LTD.,740.7840161,Small Cap,BSE,135807748,530499
MCCHRLS-B,MAC CHARLES (INDIA) LTD.,740.2748142,Small Cap,BSE,130006020,507836
EVEXIA,Evexia Lifecare Ltd,730.2810006,Small Cap,BSE,134257668,524444
JINDALPHOT,Jindal Photo Limited,729.9293184,Small Cap,NSE,3006209,11743
REPRO,Repro India Limited,725.450752,Small Cap,NSE,3360257,13126
NITTAGELA,NITTA GELATIN INDIA LTD.-$,725.2432098,Small Cap,BSE,129672196,506532
AVG,AVG Logistics Limited,723.6857856,Small Cap,NSE,,15589
TIGERLOGS,Tiger Logistics (India) Ltd,723.4754939,Small Cap,BSE,137283588,536264
KISAN,KISAN MOULDINGS LTD.-$,722.631707,Small Cap,BSE,135717124,530145
RNBDENIMS,R&B Denims Ltd,719.78752,Small Cap,BSE,137758468,538119
ANDHRAPET,ANDHRA PETROCHEMICALS LTD.,718.7747332,Small Cap,BSE,128003076,500012
DMCC,DMCC SPECIALITY CHEMICALS LIMITED,717.396224,Small Cap,NSE,,6973
MANBA,Manba Finance Limited,697.272576,Small Cap,NSE,6552833,25597
MEDICAMEQ,Medicamen Biotech Limited,696.569344,Small Cap,NSE,1607169,6278
KHAICHEM,Khaitan Chemicals & Fertilizers Limited,694.8133888,Small Cap,NSE,229377,896
KHADIM,Khadim India Limited,693.6090624,Small Cap,NSE,108801,425
HINDCOMPOS,Hindustan Composites Limited,692.370688,Small Cap,NSE,351233,1372
BEDMUTHA,Bedmutha Industries Limited,686.8864512,Small Cap,NSE,5170177,20196
DENORA,De Nora India Limited,684.2229248,Small Cap,NSE,1095425,4279
STOVACQ,STOVEC INDUSTRIES LTD.,681.737224,Small Cap,BSE,129269508,504959
MODINSU,MODERN INSULATORS LTD.,677.6935625,Small Cap,BSE,131842052,515008
BLACKROSE,BLACK ROSE INDUSTRIES LTD.,673.2,Small Cap,BSE,131630852,514183
VINYLINDIA,Vinyl Chemicals (India) Limited,672.9266688,Small Cap,NSE,4306177,16821
TARACHAND,Tara Chand InfraLogistic Solutions Limited,672.3283456,Small Cap,NSE,,23512
MENONBE,Menon Bearings Limited,669.6070656,Small Cap,NSE,1782017,6961
BIRLACABLE,Birla Cable Limited,666.3182848,Small Cap,NSE,122113,477
HMVL,Hindustan Media Ventures Limited,665.676544,Small Cap,NSE,4918017,19211
RACE,Race Eco Chain Limited,664.5300736,Small Cap,NSE,3940097,15391
KIRANVYPAR,Kiran Vyapar Ltd,656.3214393,Small Cap,BSE,137664004,537750
CONSOFINVT,Consolidated Finvest & Holdings Limited,656.2258944,Small Cap,NSE,3003137,11731
GOACARBON,Goa Carbon Limited,654.4994816,Small Cap,NSE,3759873,14687
LOKESHMACH,Lokesh Machines Limited,652.107264,Small Cap,NSE,3439617,13436
DPWIRES,D P Wires Limited,651.8749696,Small Cap,NSE,4326401,16900
TOLINS,Tolins Tyres Limited,649.1295744,Small Cap,NSE,6467073,25262
REVATHIEQU,Revathi Equipment India Limited,641.266432,Small Cap,NSE,6440193,25157
SKMEGGPROD,SKM Egg Products Export (India) Limited,640.356608,Small Cap,NSE,1211393,4732
EMAMIPAP,Emami Paper Mills Limited,640.3408384,Small Cap,NSE,2578945,10074
NICCOPAR,NICCO PARKS & RESORTS LTD.-$,630.3959857,Small Cap,BSE,134840580,526721
INDOBORAX,Indo Borax & Chemicals Limited,627.6162048,Small Cap,NSE,2205185,8614
EMPIND,EMPIRE INDUSTRIES LTD.,626.6097764,Small Cap,BSE,130438404,509525
NAGAFERT,Nagarjuna Fertilizers and Chemicals Limited,625.5760384,Small Cap,NSE,4427521,17295
KAMATHOTEL,Kamat Hotels (I) Limited,625.4974464,Small Cap,NSE,467457,1826
ASMS,Bartronics India Limited,623.5015168,Small Cap,NSE,3600385,14064
ADVANIHOTR,Advani Hotels & Resorts (India) Limited,612.553216,Small Cap,NSE,3774721,14745
UNIABEXAL,UNI ABEX ALLOY PRODUCTS LTD.,612.25,Small Cap,BSE,129178884,504605
SHRJAGP,SHRI JAGDAMBA POLYMERS LTD.,612.1842,Small Cap,BSE,131187972,512453
MANAKSIA,Manaksia Limited,612.041216,Small Cap,NSE,3890945,15199
ALANKIT,Alankit Limited,611.8490624,Small Cap,NSE,2539777,9921
NAHARINDUS,Nahar Industrial Enterprises Limited,609.016064,Small Cap,NSE,3355137,13106
MOLDTECH,Mold-Tek Technologies Limited,606.8481024,Small Cap,NSE,4512001,17625
MUNJALSHOW,Munjal Showa Limited,606.1248,Small Cap,NSE,590593,2307
ARFIN,Arfin India Ltd,603.857485,Small Cap,BSE,138022660,539151
BHARATSE,BHARAT SEATS LTD.-$,602.88,Small Cap,BSE,133946628,523229
BCONCEPTS,Brand Concepts Limited,602.6202112,Small Cap,NSE,1991681,7780
SREEL,Sreeleathers Limited,602.5488896,Small Cap,NSE,8150273,31837
DAVANGERE,Davangere Sugar Company Limited,600.2591232,Small Cap,NSE,5579265,21794
NRAIL,N R Agarwal Industries Limited,599.33056,Small Cap,NSE,5200385,20314
MKVENTURES,Mkventures Capital Ltd,596.8109,Small Cap,BSE,131644932,514238
HERCULES,Hercules Hoists Limited,596.8,Small Cap,NSE,,15288
BALAJEE,Shree Tirupati Balajee Agro Trading Company Limited,592.856576,Small Cap,NSE,6451969,25203
VIKASECO,Vikas EcoTech Limited,592.5178368,Small Cap,NSE,6593537,25756
KRONOX,Kronox Lab Sciences Limited,587.2821248,Small Cap,NSE,6150401,24025
SAYAJIHOTL,SAYAJI HOTELS LTD.,586.851995,Small Cap,BSE,134069764,523710
FCSSOFT,FCS Software Solutions Limited,582.956544,Small Cap,NSE,3071745,11999
SGIL,Synergy Green Industries Limited,582.358528,Small Cap,NSE,,5114
NBIFIN,N. B. I. Industrial Finance Company Limited,581.7848832,Small Cap,NSE,,19111
HIGHENE,HIGH ENERGY BATTERIES (INDIA) LTD.,579.960448,Small Cap,BSE,129069060,504176
MUTHOOTCAP,Muthoot Capital Services Limited,577.142784,Small Cap,NSE,2666241,10415
HTMEDIA,HT Media Limited,576.3871744,Small Cap,NSE,3066625,11979
XTGLOBAL,Xtglobal Infotech Limited,575.5175424,Small Cap,NSE,6460161,25235
GENUSPAPER,Genus Paper & Boards Limited,574.1623808,Small Cap,NSE,1689601,6600
MIRZAINT,Mirza International Limited,573.2618752,Small Cap,NSE,1124865,4394
GOODRICKE,GOODRICKE GROUP LTD.,572.1839868,Small Cap,BSE,128042500,500166
REMSONSIND,Remsons Industries Limited,569.4661632,Small Cap,NSE,1015041,3965
SAHLIBHFI,SHALIBHADRA FINANCE LTD.,565.9526545,Small Cap,BSE,131009028,511754
UYFINCORP,U. Y. Fincorp Limited,562.5337856,Small Cap,NSE,6560257,25626
ORICONENT,Oricon Enterprises Limited,559.7190656,Small Cap,NSE,2600705,10159
IRISDOREME,Iris Clothings Limited,553.5380992,Small Cap,NSE,582401,2275
PTL,PTL Enterprises Limited,552.8063488,Small Cap,NSE,3609857,14101
KANORICHEM,Kanoria Chemicals & Industries Limited,551.5828736,Small Cap,NSE,469761,1835
GOKUL,Gokul Refoils and Solvent Limited,547.7393408,Small Cap,NSE,,16705
ORIENTCER,ORIENT CERATECH LIMITED,547.468032,Small Cap,NSE,3356417,13111
JOSTS,JOST'S ENGINEERING CO.LTD.,546.1175998,Small Cap,BSE,129472004,505750
BATLIBOI,BATLIBOI LTD.-$,544.669345,Small Cap,BSE,133633028,522004
INTLCONV,International Conveyors Limited,539.2285184,Small Cap,NSE,1435137,5606
BPL,BPL Limited,538.1052416,Small Cap,NSE,135681,530
NIKHILAD,NIKHIL ADHESIVES LTD.-$,537.532983,Small Cap,BSE,134696708,526159
PRECOT,Precot Limited,536.7000064,Small Cap,NSE,,2711
SINGER,SINGER INDIA LTD.,533.2587522,Small Cap,BSE,129466628,505729
SAKAR,Sakar Healthcare Limited,527.0631936,Small Cap,NSE,2441985,9539
VIKRAMTH,VIKRAM THERMO (INDIA) LTD.,526.81188,Small Cap,BSE,135802116,530477
KILITCH,Kilitch Drugs (India) Limited,525.2479488,Small Cap,NSE,5103873,19937
ZIMLAB,Zim Laboratories Limited,523.36384,Small Cap,NSE,3170305,12384
INDOUS,Indo Us Biotech Limited,523.0564352,Small Cap,NSE,,25503
SSDL,Saraswati Saree Depot Limited,513.2530176,Small Cap,NSE,6363137,24856
AMAL,AMAL LTD.,511.3814233,Small Cap,BSE,129688836,506597
IFBAGRO,IFB Agro Industries Limited,510.7416576,Small Cap,NSE,379393,1482
ITHL,INTERNATIONAL TRAVEL HOUSE LTD.-$,509.8891364,Small Cap,BSE,128054532,500213
KAPSTON,Kapston Services Limited,508.6226432,Small Cap,NSE,4855553,18967
LYKALABS,Lyka Labs Limited,507.9730176,Small Cap,NSE,519169,2028
MAZDA,Mazda Limited,507.874048,Small Cap,NSE,,18866
NAHARCAP,Nahar Capital and Financial Services Limited,506.8237312,Small Cap,NSE,3932161,15360
APCL,Anjani Portland Cement Limited,505.151232,Small Cap,NSE,5235969,20453
WORTH,Worth Investment & Trading Co Ltd,504.7679403,Small Cap,BSE,137843460,538451
VALIANTLAB,Valiant Laboratories Limited,502.8278272,Small Cap,NSE,4919809,19218
AXITA,Axita Cotton Limited,502.184192,Small Cap,NSE,2534913,9902
QUESTCAP,Quest Capital Markets Ltd,499,Small Cap,BSE,128017668,500069
UNIDT,United Drilling Tools Limited,495.2941056,Small Cap,NSE,51457,201
SADBHAV,Sadbhav Engineering Limited,493.2666368,Small Cap,NSE,,13236
NIYOGIN,Niyogin Fintech Ltd,492.9107663,Small Cap,BSE,137925636,538772
DCI,Dc Infotech And Communication Limited,492.48,Small Cap,NSE,2960897,11566
RAGHUSYN,RAGHUVIR SYNTHETICS LTD.,492.125,Small Cap,BSE,131664900,514316
PRADPME,PRADEEP METALS LTD.,488.741,Small Cap,BSE,131464196,513532
VSTL,Vibhor Steel Tubes Limited,482.8774912,Small Cap,NSE,5818881,22730
HITECHCORP,Hitech Corporation Limited,482.7230208,Small Cap,NSE,3881217,15161
ORBTEXP,Orbit Exports Limited,482.2969344,Small Cap,NSE,,31475
NILAINFRA,Nila Infrastructures Limited,478.238208,Small Cap,NSE,2368769,9253
APOLSINHOT,Apollo Sindoori Hotels Limited,477.7325056,Small Cap,NSE,1613313,6302
ORIENTBELL,Orient Bell Limited,476.8182272,Small Cap,NSE,3655169,14278
MEDICO,Medico Remedies Limited,475.5813376,Small Cap,NSE,2474753,9667
TRF,TRF Limited,471.8693888,Small Cap,NSE,4604673,17987
SINCLAIR,Sinclairs Hotels Limited,469.9109376,Small Cap,NSE,6010881,23480
3IINFOLTD,3i Infotech Limited,468.817152,Small Cap,NSE,1595393,6232
BANSWRAS,Banswara Syntex Limited,468.167936,Small Cap,NSE,3714817,14511
DIAMINESQ,Diamines & Chemicals Limited,467.430144,Small Cap,NSE,4772865,18644
SRGHFL,SRG Housing Finance Limited,466.7643904,Small Cap,NSE,4638465,18119
ELGIRUBCO,Elgi Rubber Company Limited,464.6641664,Small Cap,NSE,,24924
ALSTONE,Alstone Textiles (India) Ltd,464.3352059,Small Cap,BSE,138054916,539277
PANCHMAHQ,PANCHMAHAL STEEL LTD.,464.1757747,Small Cap,BSE,131458820,513511
ARYAMAN,ARYAMAN FINANCIAL SERVICES LTD.,461.3221728,Small Cap,BSE,135742724,530245
RADIOCITY,Music Broadcast Limited,458.725376,Small Cap,NSE,3860993,15082
BALAXI,BALAXI PHARMACEUTICALS LIMITED,458.054912,Small Cap,NSE,2895105,11309
SOFTTECH,Softtech Engineers Limited,457.9623424,Small Cap,NSE,,8266
VALIANT,VALIANT COMMUNICATIONS LTD.-$,457.225875,Small Cap,BSE,134854404,526775
AUTOIND,Autoline Industries Limited,453.1785728,Small Cap,NSE,3611137,14106
BOMOXY-B1,Bombay Oxygen Investments Ltd,451.32,Small Cap,BSE,130424324,509470
SHEMAROO,Shemaroo Entertainment Limited,449.613312,Small Cap,NSE,1297409,5068
MANAKCOAT,Manaksia Coated Metals & Industries Limited,446.0221952,Small Cap,NSE,,7413
LAKSHMIMIL,LAKSHMI MILLS COMPANY LTD.-$,445.151936,Small Cap,BSE,128757252,502958
RUBFILA,Rubfila International Limited,444.36608,Small Cap,NSE,6330881,24730
MANAKSTEEL,Manaksia Steels Limited,442.4200704,Small Cap,NSE,1910529,7463
MAJESAUT,MAJESTIC AUTO LTD.-$,439.2931075,Small Cap,BSE,128068356,500267
BBTCL,B&B Triplewall Containers Limited,436.3757568,Small Cap,NSE,3111169,12153
VARDHACRLC,Vardhman Acrylics Limited,434.4461312,Small Cap,NSE,2872321,11220
AMBALALSA,AMBALAL SARABHAI ENTERPRISES LTD.,434.3575467,Small Cap,BSE,128002308,500009
RIDDHI,RIDDHI SIDDHI GLUCO BIOLS LTD.-$,432.0293913,Small Cap,BSE,134266884,524480
LEHAR,Lehar Footwears Ltd,429.59484,Small Cap,BSE,136404228,532829
BIRLAPREC,BIRLA PRECISION TECHNOLOGIES LTD.,427.1379511,Small Cap,BSE,133658884,522105
SAKHTISUG,Sakthi Sugars Limited,425.9045888,Small Cap,NSE,760065,2969
JENBURPH,JENBURKT PHARMACEUTICALS LTD.,423.3237413,Small Cap,BSE,134331140,524731
AFIL,Akme Fintrade (India) Limited,422.9051648,Small Cap,NSE,6184705,24159
BHARATAGRI,BHARAT AGRI FERT & REALTY LTD.,422.84088,Small Cap,BSE,136156676,531862
KOTARISUG,Kothari Sugars And Chemicals Limited,422.2345216,Small Cap,NSE,2981633,11647
PODDARMENT,Poddar Pigments Limited,419.0949888,Small Cap,NSE,4873217,19036
NIPPOBATRY,Indo-National Limited,418.9499904,Small Cap,NSE,1736193,6782
SUPER,SUPER SALES INDIA LTD.-$,417.724,Small Cap,BSE,131206916,512527
UFO,UFO Moviez India Limited,416.6359552,Small Cap,NSE,2313985,9039
GALXBRG,GALAXY BEARINGS LTD.,416.5959155,Small Cap,BSE,134674692,526073
VENUSREM,Venus Remedies Limited,413.9760128,Small Cap,NSE,3547905,13859
BARODARY,BARODA RAYON CORPORATION LTD.,412.1751725,Small Cap,BSE,128069124,500270
MAWANASUG,Mawana Sugars Limited,411.2750848,Small Cap,NSE,4357633,17022
SRD,Shankar Lal Rampal Dye-Chem Limited,407.2765952,Small Cap,NSE,6588673,25737
SINTERCOM,Sintercom India Limited,401.7957888,Small Cap,NSE,97537,381
PRITIKAUTO,Pritika Auto Industries Limited,399.6429568,Small Cap,NSE,1354753,5292
UNIVPHOTO,Universus Photo Imagings Limited,395.2817408,Small Cap,NSE,,17659
MENNPIS,MENON PISTONS LTD.,394.7400077,Small Cap,BSE,136122116,531727
TIERRA,Tierra Agrotech Ltd,393.5293658,Small Cap,BSE,139143940,543531
EXXARO,Exxaro Tiles Limited,393.1446784,Small Cap,NSE,1370113,5352
PONNIERODE,Ponni Sugars (Erode) Limited,392.1406208,Small Cap,NSE,2729217,10661
NDLVENTURE,NDL Ventures Limited,387.4254336,Small Cap,NSE,3724033,14547
BRNL,Bharat Road Network Limited,386.6129664,Small Cap,NSE,5550849,21683
CINELINE,Cineline India Limited,386.5592576,Small Cap,NSE,,27161
ABAN,Aban Offshore Limited,385.094272,Small Cap,NSE,2572,10
ABAN,Aban Offshore Limited,385.094272,Small Cap,NSE,2561,10
EMAMIREAL,Emami Realty Limited,384.4183552,Small Cap,NSE,,19277
ASIANHOTNR,Asian Hotels (North) Limited,383.3447424,Small Cap,NSE,,18422
KELENRG,KELTECH ENERGIES LTD.,382.7,Small Cap,BSE,129671172,506528
KBCGLOBAL,KBC Global Limited,381.2965376,Small Cap,NSE,,2354
OKPLA,OK PLAY INDIA LTD.,379.3627862,Small Cap,BSE,134762244,526415
RUCHIRA,Ruchira Papers Limited,379.2192768,Small Cap,NSE,3538177,13821
DCMNVL,DCM Nouvelle Limited,376.5257728,Small Cap,NSE,2825985,11039
NITINCAST,Nitin Castings Ltd,375.31709,Small Cap,BSE,130272004,508875
JAYSREETEA,Jayshree Tea & Industries Limited,374.5989376,Small Cap,NSE,440321,1720
GLOBAL,Global Education Limited,371.1126528,Small Cap,NSE,362241,1415
VADILENT,VADILAL ENTERPRISES LTD.,366.5475907,Small Cap,BSE,132902916,519152
SAHYADRI,Sahyadri Industries Limited,366.0513024,Small Cap,NSE,3814401,14900
PANAENERG,PANASONIC ENERGY INDIA COMPANY LTD.-$,365.7000045,Small Cap,BSE,129047812,504093
KINETICENG,KINETIC ENGINEERING LTD.,365.4429565,Small Cap,BSE,128061444,500240
UCAL,UCAL LIMITED,364.4763648,Small Cap,NSE,,3570
CPL,Captain Polyplast Ltd,363.6724381,Small Cap,BSE,137465348,536974
RAMAPHO,Rama Phosphates Limited,363.0998528,Small Cap,NSE,2705409,10568
MKEXIM,M.K. Exim (India) Ltd,362.0942201,Small Cap,BSE,137955844,538890
PAR,Par Drugs And Chemicals Limited,360.7831552,Small Cap,NSE,,5631
VISHWARAJ,Vishwaraj Sugar Industries Limited,359.416192,Small Cap,NSE,3507713,13702
NATHBIOGEN,Nath Bio-Genes (India) Limited,358.634624,Small Cap,NSE,2832641,11065
KINGSINFR,Kings Infra Ventures Limited,358.1469906,Small Cap,BSE,135735044,530215
TRIGYN,Trigyn Technologies Limited,355.2497664,Small Cap,NSE,1389569,5428
HUIL,Hindusthan Urban Infrastructure Ltd,354.949464,Small Cap,BSE,138235908,539984
PLAZACABLE,Plaza Wires Limited,352.6159616,Small Cap,NSE,4981249,19458
MGEL,Mangalam Global Enterprise Limited,352.5984768,Small Cap,NSE,407809,1593
PILITA,PIL ITALICA LIFESTYLE LIMITED,352.5123072,Small Cap,NSE,7893761,30835
GULFPETRO,GP Petroleums Limited,352.186624,Small Cap,NSE,2964737,11581
WELINV,Welspun Investments and Commercials Limited,351.5422976,Small Cap,NSE,5068801,19800
BYKE,The Byke Hospitality Ltd,351.3798144,Small Cap,NSE,,7919
PROZONER,Prozone Realty Limited,349.7611008,Small Cap,NSE,,28859
IFINSEC,INDIA FINSEC LTD.,347.8121383,Small Cap,BSE,137130756,535667
REPL,Rudrabhishek Enterprises Limited,347.1968512,Small Cap,NSE,,1480
SIGMA,Sigma Solve Limited,346.454528,Small Cap,NSE,4264449,16658
LORDSCHLO,Lords Chloro Alkali Limited,342.3194112,Small Cap,NSE,,18232
SHYAMCENT,Shyam Century Ferrous Limited,341.5985152,Small Cap,NSE,2608129,10188
MANGIND,Mangalam Industrial Finance Ltd,337.5369026,Small Cap,BSE,137676804,537800
RHL,Robust Hotels Limited,337.2391936,Small Cap,NSE,,15157
FREDUN,Fredun Pharmaceuticals Ltd,336.7960733,Small Cap,BSE,138170884,539730
MAHEPC,Mahindra EPC Irrigation Limited,336.65024,Small Cap,NSE,,17603
VELJAN,Veljan Denison Limited,335.0023566,Small Cap,BSE,129339396,505232
SVLL,Shree Vasu Logistics Limited,334.9791744,Small Cap,NSE,,15121
VAARAD,Vaarad Ventures Ltd,334.6201255,Small Cap,BSE,136273924,532320
SHREYANIND,Shreyans Industries Limited,333.0345984,Small Cap,NSE,800257,3126
MULTIBASE,MULTIBASE INDIA LTD.,332.537,Small Cap,BSE,134699268,526169
ARIES,Aries Agro Limited,332.0648192,Small Cap,NSE,,15204
COASTCORP,Coastal Corporation Limited,331.0942464,Small Cap,NSE,1537537,6006
UDAYJEW,Uday Jewellery Industries Ltd,330.32835,Small Cap,BSE,138116612,539518
QUINT,Quint Digital Ltd,326.3585,Small Cap,BSE,138115844,539515
DEVIT,Dev Information Technology Limited,325.286144,Small Cap,NSE,2085377,8146
DAICHI,DAI-ICHI KARKARIA LTD.-$,325.2833928,Small Cap,BSE,134866180,526821
KERALAYUR,KERALA AYURVEDA LTD.,324.6352165,Small Cap,BSE,135721732,530163
COMPEAU,COMPETENT AUTOMOBILES CO.LTD.,322.665,Small Cap,BSE,135946500,531041
RDBRL,RDB RASAYANS LTD.,322.40936,Small Cap,BSE,136603652,533608
KMSUGAR,K.M.Sugar Mills Limited,321.6408576,Small Cap,NSE,3754753,14667
DELPHIFX,DELPHI WORLD MONEY LIMITED,319.9938816,Small Cap,NSE,,24391
STARPAPER,Star Paper Mills Limited,319.6024064,Small Cap,NSE,842497,3291
DRCSYSTEMS,DRC Systems India Limited,319.3944576,Small Cap,NSE,677121,2645
RANASUG,Rana Sugars Limited,318.9649408,Small Cap,NSE,726273,2837
RVHL,Ravinder Heights Limited,316.9312256,Small Cap,NSE,,1565
MARALOVER,Maral Overseas Limited,313.5099136,Small Cap,NSE,540673,2112
MAGNUM,Magnum Ventures Limited,312.13312,Small Cap,NSE,3828993,14957
